,PMI,CPI,VIX,T10Y2Y,HY_SPREAD
1977-11-18,44.0755,62.0,,0.43,
1977-11-21,44.0755,62.0,,0.44,
1977-11-22,44.0755,62.0,,0.4,
1977-11-23,44.0755,62.0,,0.41,
1977-11-24,44.0755,62.0,,0.41,
1977-11-25,44.0755,62.0,,0.42,
1977-11-28,44.0755,62.0,,0.42,
1977-11-29,44.0755,62.0,,0.44,
1977-11-30,44.0755,62.0,,0.44,
1977-12-01,44.5754,62.3,,0.45,
1977-12-02,44.5754,62.3,,0.44,
1977-12-05,44.5754,62.3,,0.45,
1977-12-06,44.5754,62.3,,0.48,
1977-12-07,44.5754,62.3,,0.47,
1977-12-08,44.5754,62.3,,0.48,
1977-12-09,44.5754,62.3,,0.48,
1977-12-12,44.5754,62.3,,0.48,
1977-12-13,44.5754,62.3,,0.49,
1977-12-14,44.5754,62.3,,0.5,
1977-12-15,44.5754,62.3,,0.53,
1977-12-16,44.5754,62.3,,0.54,
1977-12-19,44.5754,62.3,,0.56,
1977-12-20,44.5754,62.3,,0.6,
1977-12-21,44.5754,62.3,,0.56,
1977-12-22,44.5754,62.3,,0.49,
1977-12-23,44.5754,62.3,,0.51,
1977-12-26,44.5754,62.3,,0.51,
1977-12-27,44.5754,62.3,,0.52,
1977-12-28,44.5754,62.3,,0.53,
1977-12-29,44.5754,62.3,,0.56,
1977-12-30,44.5754,62.3,,0.56,
1978-01-01,43.878,62.7,,0.56,
1978-01-02,43.878,62.7,,0.56,
1978-01-03,43.878,62.7,,0.59,
1978-01-04,43.878,62.7,,0.58,
1978-01-05,43.878,62.7,,0.57,
1978-01-06,43.878,62.7,,0.57,
1978-01-09,43.878,62.7,,0.43,
1978-01-10,43.878,62.7,,0.44,
1978-01-11,43.878,62.7,,0.43,
1978-01-12,43.878,62.7,,0.42,
1978-01-13,43.878,62.7,,0.41,
1978-01-16,43.878,62.7,,0.43,
1978-01-17,43.878,62.7,,0.44,
1978-01-18,43.878,62.7,,0.44,
1978-01-19,43.878,62.7,,0.42,
1978-01-20,43.878,62.7,,0.42,
1978-01-23,43.878,62.7,,0.44,
1978-01-24,43.878,62.7,,0.46,
1978-01-25,43.878,62.7,,0.47,
1978-01-26,43.878,62.7,,0.47,
1978-01-27,43.878,62.7,,0.49,
1978-01-30,43.878,62.7,,0.49,
1978-01-31,43.878,62.7,,0.47,
1978-02-01,44.0373,63.0,,0.49,
1978-02-02,44.0373,63.0,,0.48,
1978-02-03,44.0373,63.0,,0.49,
1978-02-06,44.0373,63.0,,0.49,
1978-02-07,44.0373,63.0,,0.47,
1978-02-08,44.0373,63.0,,0.48,
1978-02-09,44.0373,63.0,,0.49,
1978-02-10,44.0373,63.0,,0.49,
1978-02-13,44.0373,63.0,,0.49,
1978-02-14,44.0373,63.0,,0.48,
1978-02-15,44.0373,63.0,,0.49,
1978-02-16,44.0373,63.0,,0.46,
1978-02-17,44.0373,63.0,,0.46,
1978-02-20,44.0373,63.0,,0.46,
1978-02-21,44.0373,63.0,,0.45,
1978-02-22,44.0373,63.0,,0.45,
1978-02-23,44.0373,63.0,,0.43,
1978-02-24,44.0373,63.0,,0.43,
1978-02-27,44.0373,63.0,,0.43,
1978-02-28,44.0373,63.0,,0.47,
1978-03-01,44.8104,63.4,,0.46,
1978-03-02,44.8104,63.4,,0.45,
1978-03-03,44.8104,63.4,,0.45,
1978-03-06,44.8104,63.4,,0.47,
1978-03-07,44.8104,63.4,,0.47,
1978-03-08,44.8104,63.4,,0.49,
1978-03-09,44.8104,63.4,,0.46,
1978-03-10,44.8104,63.4,,0.46,
1978-03-13,44.8104,63.4,,0.45,
1978-03-14,44.8104,63.4,,0.45,
1978-03-15,44.8104,63.4,,0.46,
1978-03-16,44.8104,63.4,,0.46,
1978-03-17,44.8104,63.4,,0.45,
1978-03-20,44.8104,63.4,,0.44,
1978-03-21,44.8104,63.4,,0.44,
1978-03-22,44.8104,63.4,,0.44,
1978-03-23,44.8104,63.4,,0.45,
1978-03-24,44.8104,63.4,,0.45,
1978-03-27,44.8104,63.4,,0.51,
1978-03-28,44.8104,63.4,,0.48,
1978-03-29,44.8104,63.4,,0.47,
1978-03-30,44.8104,63.4,,0.48,
1978-03-31,44.8104,63.4,,0.45,
1978-04-01,45.5378,63.9,,0.45,
1978-04-03,45.5378,63.9,,0.44,
1978-04-04,45.5378,63.9,,0.43,
1978-04-05,45.5378,63.9,,0.42,
1978-04-06,45.5378,63.9,,0.43,
1978-04-07,45.5378,63.9,,0.42,
1978-04-10,45.5378,63.9,,0.43,
1978-04-11,45.5378,63.9,,0.45,
1978-04-12,45.5378,63.9,,0.47,
1978-04-13,45.5378,63.9,,0.48,
1978-04-14,45.5378,63.9,,0.51,
1978-04-17,45.5378,63.9,,0.48,
1978-04-18,45.5378,63.9,,0.46,
1978-04-19,45.5378,63.9,,0.36,
1978-04-20,45.5378,63.9,,0.35,
1978-04-21,45.5378,63.9,,0.35,
1978-04-24,45.5378,63.9,,0.36,
1978-04-25,45.5378,63.9,,0.38,
1978-04-26,45.5378,63.9,,0.37,
1978-04-27,45.5378,63.9,,0.35,
1978-04-28,45.5378,63.9,,0.27,
1978-05-01,45.7604,64.5,,0.33,
1978-05-02,45.7604,64.5,,0.34,
1978-05-03,45.7604,64.5,,0.37,
1978-05-04,45.7604,64.5,,0.37,
1978-05-05,45.7604,64.5,,0.38,
1978-05-08,45.7604,64.5,,0.37,
1978-05-09,45.7604,64.5,,0.36,
1978-05-10,45.7604,64.5,,0.36,
1978-05-11,45.7604,64.5,,0.34,
1978-05-12,45.7604,64.5,,0.36,
1978-05-15,45.7604,64.5,,0.37,
1978-05-16,45.7604,64.5,,0.37,
1978-05-17,45.7604,64.5,,0.35,
1978-05-18,45.7604,64.5,,0.33,
1978-05-19,45.7604,64.5,,0.31,
1978-05-22,45.7604,64.5,,0.31,
1978-05-23,45.7604,64.5,,0.3,
1978-05-24,45.7604,64.5,,0.29,
1978-05-25,45.7604,64.5,,0.3,
1978-05-26,45.7604,64.5,,0.32,
1978-05-29,45.7604,64.5,,0.32,
1978-05-30,45.7604,64.5,,0.32,
1978-05-31,45.7604,64.5,,0.3,
1978-06-01,46.1042,65.0,,0.29,
1978-06-02,46.1042,65.0,,0.3,
1978-06-05,46.1042,65.0,,0.31,
1978-06-06,46.1042,65.0,,0.3,
1978-06-07,46.1042,65.0,,0.3,
1978-06-08,46.1042,65.0,,0.31,
1978-06-09,46.1042,65.0,,0.32,
1978-06-12,46.1042,65.0,,0.29,
1978-06-13,46.1042,65.0,,0.3,
1978-06-14,46.1042,65.0,,0.29,
1978-06-15,46.1042,65.0,,0.29,
1978-06-16,46.1042,65.0,,0.24,
1978-06-19,46.1042,65.0,,0.2,
1978-06-20,46.1042,65.0,,0.2,
1978-06-21,46.1042,65.0,,0.09,
1978-06-22,46.1042,65.0,,0.09,
1978-06-23,46.1042,65.0,,0.11,
1978-06-26,46.1042,65.0,,0.11,
1978-06-27,46.1042,65.0,,0.14,
1978-06-28,46.1042,65.0,,0.13,
1978-06-29,46.1042,65.0,,0.15,
1978-06-30,46.1042,65.0,,0.14,
1978-07-01,46.0669,65.5,,0.14,
1978-07-03,46.0669,65.5,,0.15,
1978-07-04,46.0669,65.5,,0.15,
1978-07-05,46.0669,65.5,,0.18,
1978-07-06,46.0669,65.5,,0.18,
1978-07-07,46.0669,65.5,,0.18,
1978-07-10,46.0669,65.5,,0.18,
1978-07-11,46.0669,65.5,,0.2,
1978-07-12,46.0669,65.5,,0.19,
1978-07-13,46.0669,65.5,,0.18,
1978-07-14,46.0669,65.5,,0.17,
1978-07-17,46.0669,65.5,,0.17,
1978-07-18,46.0669,65.5,,0.17,
1978-07-19,46.0669,65.5,,0.16,
1978-07-20,46.0669,65.5,,0.16,
1978-07-21,46.0669,65.5,,0.08,
1978-07-24,46.0669,65.5,,0.1,
1978-07-25,46.0669,65.5,,0.12,
1978-07-26,46.0669,65.5,,0.14,
1978-07-27,46.0669,65.5,,0.11,
1978-07-28,46.0669,65.5,,0.1,
1978-07-31,46.0669,65.5,,0.09,
1978-08-01,46.3234,65.9,,0.09,
1978-08-02,46.3234,65.9,,0.04,
1978-08-03,46.3234,65.9,,0.13,
1978-08-04,46.3234,65.9,,0.12,
1978-08-07,46.3234,65.9,,0.18,
1978-08-08,46.3234,65.9,,0.16,
1978-08-09,46.3234,65.9,,0.17,
1978-08-10,46.3234,65.9,,0.21,
1978-08-11,46.3234,65.9,,0.19,
1978-08-14,46.3234,65.9,,0.16,
1978-08-15,46.3234,65.9,,0.17,
1978-08-16,46.3234,65.9,,0.05,
1978-08-17,46.3234,65.9,,0.0,
1978-08-18,46.3234,65.9,,-0.04,
1978-08-21,46.3234,65.9,,-0.06,
1978-08-22,46.3234,65.9,,-0.06,
1978-08-23,46.3234,65.9,,-0.1,
1978-08-24,46.3234,65.9,,-0.06,
1978-08-25,46.3234,65.9,,-0.07,
1978-08-28,46.3234,65.9,,-0.06,
1978-08-29,46.3234,65.9,,-0.07,
1978-08-30,46.3234,65.9,,-0.06,
1978-08-31,46.3234,65.9,,-0.07,
1978-09-01,46.5658,66.5,,-0.12,
1978-09-04,46.5658,66.5,,-0.12,
1978-09-05,46.5658,66.5,,-0.12,
1978-09-06,46.5658,66.5,,-0.09,
1978-09-07,46.5658,66.5,,-0.1,
1978-09-08,46.5658,66.5,,-0.12,
1978-09-11,46.5658,66.5,,-0.12,
1978-09-12,46.5658,66.5,,-0.16,
1978-09-13,46.5658,66.5,,-0.15,
1978-09-14,46.5658,66.5,,-0.13,
1978-09-15,46.5658,66.5,,-0.14,
1978-09-18,46.5658,66.5,,-0.15,
1978-09-19,46.5658,66.5,,-0.16,
1978-09-20,46.5658,66.5,,-0.14,
1978-09-21,46.5658,66.5,,-0.18,
1978-09-22,46.5658,66.5,,-0.17,
1978-09-25,46.5658,66.5,,-0.19,
1978-09-26,46.5658,66.5,,-0.22,
1978-09-27,46.5658,66.5,,-0.2,
1978-09-28,46.5658,66.5,,-0.18,
1978-09-29,46.5658,66.5,,-0.14,
1978-10-01,46.8862,67.1,,-0.14,
1978-10-02,46.8862,67.1,,-0.13,
1978-10-03,46.8862,67.1,,-0.12,
1978-10-04,46.8862,67.1,,-0.1,
1978-10-05,46.8862,67.1,,-0.09,
1978-10-06,46.8862,67.1,,-0.11,
1978-10-09,46.8862,67.1,,-0.11,
1978-10-10,46.8862,67.1,,-0.12,
1978-10-11,46.8862,67.1,,-0.14,
1978-10-12,46.8862,67.1,,-0.18,
1978-10-13,46.8862,67.1,,-0.17,
1978-10-16,46.8862,67.1,,-0.14,
1978-10-17,46.8862,67.1,,-0.17,
1978-10-18,46.8862,67.1,,-0.21,
1978-10-19,46.8862,67.1,,-0.2,
1978-10-20,46.8862,67.1,,-0.19,
1978-10-23,46.8862,67.1,,-0.18,
1978-10-24,46.8862,67.1,,-0.21,
1978-10-25,46.8862,67.1,,-0.31,
1978-10-26,46.8862,67.1,,-0.33,
1978-10-27,46.8862,67.1,,-0.34,
1978-10-30,46.8862,67.1,,-0.47,
1978-10-31,46.8862,67.1,,-0.53,
1978-11-01,47.3315,67.5,,-0.78,
1978-11-02,47.3315,67.5,,-0.69,
1978-11-03,47.3315,67.5,,-0.63,
1978-11-06,47.3315,67.5,,-0.6,
1978-11-07,47.3315,67.5,,-0.6,
1978-11-08,47.3315,67.5,,-0.63,
1978-11-09,47.3315,67.5,,-0.63,
1978-11-10,47.3315,67.5,,-0.6,
1978-11-13,47.3315,67.5,,-0.57,
1978-11-14,47.3315,67.5,,-0.59,
1978-11-15,47.3315,67.5,,-0.58,
1978-11-16,47.3315,67.5,,-0.49,
1978-11-17,47.3315,67.5,,-0.47,
1978-11-20,47.3315,67.5,,-0.47,
1978-11-21,47.3315,67.5,,-0.46,
1978-11-22,47.3315,67.5,,-0.6,
1978-11-23,47.3315,67.5,,-0.6,
1978-11-24,47.3315,67.5,,-0.74,
1978-11-27,47.3315,67.5,,-0.74,
1978-11-28,47.3315,67.5,,-0.74,
1978-11-29,47.3315,67.5,,-0.69,
1978-11-30,47.3315,67.5,,-0.69,
1978-12-01,47.6629,67.9,,-0.7,
1978-12-04,47.6629,67.9,,-0.69,
1978-12-05,47.6629,67.9,,-0.65,
1978-12-06,47.6629,67.9,,-0.65,
1978-12-07,47.6629,67.9,,-0.61,
1978-12-08,47.6629,67.9,,-0.61,
1978-12-11,47.6629,67.9,,-0.62,
1978-12-12,47.6629,67.9,,-0.6,
1978-12-13,47.6629,67.9,,-0.56,
1978-12-14,47.6629,67.9,,-0.58,
1978-12-15,47.6629,67.9,,-0.58,
1978-12-18,47.6629,67.9,,-0.73,
1978-12-19,47.6629,67.9,,-0.77,
1978-12-20,47.6629,67.9,,-0.8,
1978-12-21,47.6629,67.9,,-0.82,
1978-12-22,47.6629,67.9,,-0.85,
1978-12-25,47.6629,67.9,,-0.85,
1978-12-26,47.6629,67.9,,-0.85,
1978-12-27,47.6629,67.9,,-0.86,
1978-12-28,47.6629,67.9,,-0.82,
1978-12-29,47.6629,67.9,,-0.83,
1979-01-01,47.3218,68.5,,-0.83,
1979-01-02,47.3218,68.5,,-0.82,
1979-01-03,47.3218,68.5,,-0.82,
1979-01-04,47.3218,68.5,,-0.77,
1979-01-05,47.3218,68.5,,-0.77,
1979-01-08,47.3218,68.5,,-0.78,
1979-01-09,47.3218,68.5,,-0.76,
1979-01-10,47.3218,68.5,,-0.78,
1979-01-11,47.3218,68.5,,-0.77,
1979-01-12,47.3218,68.5,,-0.78,
1979-01-15,47.3218,68.5,,-0.76,
1979-01-16,47.3218,68.5,,-0.76,
1979-01-17,47.3218,68.5,,-0.73,
1979-01-18,47.3218,68.5,,-0.74,
1979-01-19,47.3218,68.5,,-0.76,
1979-01-22,47.3218,68.5,,-0.74,
1979-01-23,47.3218,68.5,,-0.75,
1979-01-24,47.3218,68.5,,-0.77,
1979-01-25,47.3218,68.5,,-0.8,
1979-01-26,47.3218,68.5,,-0.74,
1979-01-29,47.3218,68.5,,-0.71,
1979-01-30,47.3218,68.5,,-0.73,
1979-01-31,47.3218,68.5,,-0.69,
1979-02-01,47.4565,69.2,,-0.67,
1979-02-02,47.4565,69.2,,-0.59,
1979-02-05,47.4565,69.2,,-0.58,
1979-02-06,47.4565,69.2,,-0.58,
1979-02-07,47.4565,69.2,,-0.58,
1979-02-08,47.4565,69.2,,-0.61,
1979-02-09,47.4565,69.2,,-0.59,
1979-02-12,47.4565,69.2,,-0.59,
1979-02-13,47.4565,69.2,,-0.58,
1979-02-14,47.4565,69.2,,-0.55,
1979-02-15,47.4565,69.2,,-0.56,
1979-02-16,47.4565,69.2,,-0.57,
1979-02-19,47.4565,69.2,,-0.57,
1979-02-20,47.4565,69.2,,-0.57,
1979-02-21,47.4565,69.2,,-0.56,
1979-02-22,47.4565,69.2,,-0.7,
1979-02-23,47.4565,69.2,,-0.71,
1979-02-26,47.4565,69.2,,-0.71,
1979-02-27,47.4565,69.2,,-0.7,
1979-02-28,47.4565,69.2,,-0.72,
1979-03-01,47.6915,69.9,,-0.7,
1979-03-02,47.6915,69.9,,-0.71,
1979-03-05,47.6915,69.9,,-0.72,
1979-03-06,47.6915,69.9,,-0.69,
1979-03-07,47.6915,69.9,,-0.71,
1979-03-08,47.6915,69.9,,-0.66,
1979-03-09,47.6915,69.9,,-0.68,
1979-03-12,47.6915,69.9,,-0.7,
1979-03-13,47.6915,69.9,,-0.69,
1979-03-14,47.6915,69.9,,-0.7,
1979-03-15,47.6915,69.9,,-0.68,
1979-03-16,47.6915,69.9,,-0.72,
1979-03-19,47.6915,69.9,,-0.69,
1979-03-20,47.6915,69.9,,-0.66,
1979-03-21,47.6915,69.9,,-0.66,
1979-03-22,47.6915,69.9,,-0.65,
1979-03-23,47.6915,69.9,,-0.65,
1979-03-26,47.6915,69.9,,-0.64,
1979-03-27,47.6915,69.9,,-0.62,
1979-03-28,47.6915,69.9,,-0.64,
1979-03-29,47.6915,69.9,,-0.61,
1979-03-30,47.6915,69.9,,-0.61,
1979-04-01,46.8799,70.6,,-0.61,
1979-04-02,46.8799,70.6,,-0.63,
1979-04-03,46.8799,70.6,,-0.63,
1979-04-04,46.8799,70.6,,-0.62,
1979-04-05,46.8799,70.6,,-0.61,
1979-04-06,46.8799,70.6,,-0.65,
1979-04-09,46.8799,70.6,,-0.67,
1979-04-10,46.8799,70.6,,-0.64,
1979-04-11,46.8799,70.6,,-0.65,
1979-04-12,46.8799,70.6,,-0.65,
1979-04-13,46.8799,70.6,,-0.65,
1979-04-16,46.8799,70.6,,-0.67,
1979-04-17,46.8799,70.6,,-0.61,
1979-04-18,46.8799,70.6,,-0.56,
1979-04-19,46.8799,70.6,,-0.53,
1979-04-20,46.8799,70.6,,-0.54,
1979-04-23,46.8799,70.6,,-0.52,
1979-04-24,46.8799,70.6,,-0.51,
1979-04-25,46.8799,70.6,,-0.54,
1979-04-26,46.8799,70.6,,-0.53,
1979-04-27,46.8799,70.6,,-0.61,
1979-04-30,46.8799,70.6,,-0.56,
1979-05-01,47.5493,71.4,,-0.55,
1979-05-02,47.5493,71.4,,-0.57,
1979-05-03,47.5493,71.4,,-0.55,
1979-05-04,47.5493,71.4,,-0.54,
1979-05-07,47.5493,71.4,,-0.52,
1979-05-08,47.5493,71.4,,-0.53,
1979-05-09,47.5493,71.4,,-0.54,
1979-05-10,47.5493,71.4,,-0.56,
1979-05-11,47.5493,71.4,,-0.56,
1979-05-14,47.5493,71.4,,-0.57,
1979-05-15,47.5493,71.4,,-0.55,
1979-05-16,47.5493,71.4,,-0.53,
1979-05-17,47.5493,71.4,,-0.48,
1979-05-18,47.5493,71.4,,-0.48,
1979-05-21,47.5493,71.4,,-0.51,
1979-05-22,47.5493,71.4,,-0.54,
1979-05-23,47.5493,71.4,,-0.58,
1979-05-24,47.5493,71.4,,-0.52,
1979-05-25,47.5493,71.4,,-0.49,
1979-05-28,47.5493,71.4,,-0.49,
1979-05-29,47.5493,71.4,,-0.49,
1979-05-30,47.5493,71.4,,-0.49,
1979-05-31,47.5493,71.4,,-0.5,
1979-06-01,47.6094,72.2,,-0.51,
1979-06-04,47.6094,72.2,,-0.5,
1979-06-05,47.6094,72.2,,-0.48,
1979-06-06,47.6094,72.2,,-0.46,
1979-06-07,47.6094,72.2,,-0.4,
1979-06-08,47.6094,72.2,,-0.35,
1979-06-11,47.6094,72.2,,-0.33,
1979-06-12,47.6094,72.2,,-0.26,
1979-06-13,47.6094,72.2,,-0.25,
1979-06-14,47.6094,72.2,,-0.25,
1979-06-15,47.6094,72.2,,-0.28,
1979-06-18,47.6094,72.2,,-0.31,
1979-06-19,47.6094,72.2,,-0.29,
1979-06-20,47.6094,72.2,,-0.31,
1979-06-21,47.6094,72.2,,-0.32,
1979-06-22,47.6094,72.2,,-0.29,
1979-06-25,47.6094,72.2,,-0.27,
1979-06-26,47.6094,72.2,,-0.15,
1979-06-27,47.6094,72.2,,-0.12,
1979-06-28,47.6094,72.2,,-0.15,
1979-06-29,47.6094,72.2,,-0.16,
1979-07-01,47.6382,73.0,,-0.16,
1979-07-02,47.6382,73.0,,-0.17,
1979-07-03,47.6382,73.0,,-0.18,
1979-07-04,47.6382,73.0,,-0.18,
1979-07-05,47.6382,73.0,,-0.18,
1979-07-06,47.6382,73.0,,-0.18,
1979-07-09,47.6382,73.0,,-0.18,
1979-07-10,47.6382,73.0,,-0.12,
1979-07-11,47.6382,73.0,,-0.07,
1979-07-12,47.6382,73.0,,-0.06,
1979-07-13,47.6382,73.0,,-0.07,
1979-07-16,47.6382,73.0,,-0.09,
1979-07-17,47.6382,73.0,,-0.09,
1979-07-18,47.6382,73.0,,-0.07,
1979-07-19,47.6382,73.0,,-0.1,
1979-07-20,47.6382,73.0,,-0.26,
1979-07-23,47.6382,73.0,,-0.25,
1979-07-24,47.6382,73.0,,-0.27,
1979-07-25,47.6382,73.0,,-0.37,
1979-07-26,47.6382,73.0,,-0.28,
1979-07-27,47.6382,73.0,,-0.36,
1979-07-30,47.6382,73.0,,-0.29,
1979-07-31,47.6382,73.0,,-0.3,
1979-08-01,47.0091,73.7,,-0.24,
1979-08-02,47.0091,73.7,,-0.29,
1979-08-03,47.0091,73.7,,-0.35,
1979-08-06,47.0091,73.7,,-0.36,
1979-08-07,47.0091,73.7,,-0.31,
1979-08-08,47.0091,73.7,,-0.32,
1979-08-09,47.0091,73.7,,-0.3,
1979-08-10,47.0091,73.7,,-0.33,
1979-08-13,47.0091,73.7,,-0.34,
1979-08-14,47.0091,73.7,,-0.34,
1979-08-15,47.0091,73.7,,-0.41,
1979-08-16,47.0091,73.7,,-0.39,
1979-08-17,47.0091,73.7,,-0.43,
1979-08-20,47.0091,73.7,,-0.43,
1979-08-21,47.0091,73.7,,-0.47,
1979-08-22,47.0091,73.7,,-0.51,
1979-08-23,47.0091,73.7,,-0.58,
1979-08-24,47.0091,73.7,,-0.58,
1979-08-27,47.0091,73.7,,-0.56,
1979-08-28,47.0091,73.7,,-0.58,
1979-08-29,47.0091,73.7,,-0.59,
1979-08-30,47.0091,73.7,,-0.56,
1979-08-31,47.0091,73.7,,-0.6,
1979-09-01,47.0605,74.4,,-0.6,
1979-09-03,47.0605,74.4,,-0.6,
1979-09-04,47.0605,74.4,,-0.68,
1979-09-05,47.0605,74.4,,-0.7,
1979-09-06,47.0605,74.4,,-0.68,
1979-09-07,47.0605,74.4,,-0.76,
1979-09-10,47.0605,74.4,,-0.77,
1979-09-11,47.0605,74.4,,-0.75,
1979-09-12,47.0605,74.4,,-0.74,
1979-09-13,47.0605,74.4,,-0.76,
1979-09-14,47.0605,74.4,,-0.73,
1979-09-17,47.0605,74.4,,-0.76,
1979-09-18,47.0605,74.4,,-0.78,
1979-09-19,47.0605,74.4,,-0.77,
1979-09-20,47.0605,74.4,,-0.74,
1979-09-21,47.0605,74.4,,-0.74,
1979-09-24,47.0605,74.4,,-0.67,
1979-09-25,47.0605,74.4,,-0.69,
1979-09-26,47.0605,74.4,,-0.66,
1979-09-27,47.0605,74.4,,-0.67,
1979-09-28,47.0605,74.4,,-0.66,
1979-10-01,47.3272,75.2,,-0.63,
1979-10-02,47.3272,75.2,,-0.67,
1979-10-03,47.3272,75.2,,-0.64,
1979-10-04,47.3272,75.2,,-0.76,
1979-10-05,47.3272,75.2,,-0.79,
1979-10-08,47.3272,75.2,,-0.79,
1979-10-09,47.3272,75.2,,-1.19,
1979-10-10,47.3272,75.2,,-1.31,
1979-10-11,47.3272,75.2,,-1.09,
1979-10-12,47.3272,75.2,,-1.02,
1979-10-15,47.3272,75.2,,-1.08,
1979-10-16,47.3272,75.2,,-1.12,
1979-10-17,47.3272,75.2,,-1.2,
1979-10-18,47.3272,75.2,,-1.34,
1979-10-19,47.3272,75.2,,-1.47,
1979-10-22,47.3272,75.2,,-1.47,
1979-10-23,47.3272,75.2,,-1.61,
1979-10-24,47.3272,75.2,,-1.69,
1979-10-25,47.3272,75.2,,-1.61,
1979-10-26,47.3272,75.2,,-1.38,
1979-10-29,47.3272,75.2,,-1.41,
1979-10-30,47.3272,75.2,,-1.37,
1979-10-31,47.3272,75.2,,-1.34,
1979-11-01,47.1535,76.0,,-1.29,
1979-11-02,47.1535,76.0,,-1.35,
1979-11-05,47.1535,76.0,,-1.3,
1979-11-06,47.1535,76.0,,-1.3,
1979-11-07,47.1535,76.0,,-1.36,
1979-11-08,47.1535,76.0,,-1.33,
1979-11-09,47.1535,76.0,,-1.1,
1979-11-12,47.1535,76.0,,-1.1,
1979-11-13,47.1535,76.0,,-1.01,
1979-11-14,47.1535,76.0,,-1.07,
1979-11-15,47.1535,76.0,,-1.06,
1979-11-16,47.1535,76.0,,-1.2,
1979-11-19,47.1535,76.0,,-1.28,
1979-11-20,47.1535,76.0,,-1.34,
1979-11-21,47.1535,76.0,,-1.44,
1979-11-22,47.1535,76.0,,-1.44,
1979-11-23,47.1535,76.0,,-1.18,
1979-11-26,47.1535,76.0,,-1.07,
1979-11-27,47.1535,76.0,,-0.87,
1979-11-28,47.1535,76.0,,-0.86,
1979-11-29,47.1535,76.0,,-0.89,
1979-11-30,47.1535,76.0,,-0.95,
1979-12-01,47.305,76.9,,-0.95,
1979-12-03,47.305,76.9,,-0.98,
1979-12-04,47.305,76.9,,-0.98,
1979-12-05,47.305,76.9,,-0.94,
1979-12-06,47.305,76.9,,-0.95,
1979-12-07,47.305,76.9,,-0.91,
1979-12-10,47.305,76.9,,-0.98,
1979-12-11,47.305,76.9,,-1.14,
1979-12-12,47.305,76.9,,-1.27,
1979-12-13,47.305,76.9,,-1.16,
1979-12-14,47.305,76.9,,-1.02,
1979-12-17,47.305,76.9,,-1.03,
1979-12-18,47.305,76.9,,-0.97,
1979-12-19,47.305,76.9,,-1.05,
1979-12-20,47.305,76.9,,-1.02,
1979-12-21,47.305,76.9,,-1.03,
1979-12-24,47.305,76.9,,-0.99,
1979-12-25,47.305,76.9,,-0.99,
1979-12-26,47.305,76.9,,-0.95,
1979-12-27,47.305,76.9,,-0.93,
1979-12-28,47.305,76.9,,-0.89,
1979-12-31,47.305,76.9,,-0.9,
1980-01-01,47.5493,78.0,,-0.9,
1980-01-02,47.5493,78.0,,-0.89,
1980-01-03,47.5493,78.0,,-0.85,
1980-01-04,47.5493,78.0,,-0.81,
1980-01-07,47.5493,78.0,,-0.72,
1980-01-08,47.5493,78.0,,-0.69,
1980-01-09,47.5493,78.0,,-0.66,
1980-01-10,47.5493,78.0,,-0.67,
1980-01-11,47.5493,78.0,,-0.65,
1980-01-14,47.5493,78.0,,-0.65,
1980-01-15,47.5493,78.0,,-0.67,
1980-01-16,47.5493,78.0,,-0.65,
1980-01-17,47.5493,78.0,,-0.66,
1980-01-18,47.5493,78.0,,-0.7,
1980-01-21,47.5493,78.0,,-0.62,
1980-01-22,47.5493,78.0,,-0.71,
1980-01-23,47.5493,78.0,,-0.71,
1980-01-24,47.5493,78.0,,-0.67,
1980-01-25,47.5493,78.0,,-0.72,
1980-01-28,47.5493,78.0,,-0.64,
1980-01-29,47.5493,78.0,,-0.67,
1980-01-30,47.5493,78.0,,-0.68,
1980-01-31,47.5493,78.0,,-0.62,
1980-02-01,47.4753,79.0,,-0.75,
1980-02-04,47.4753,79.0,,-0.72,
1980-02-05,47.4753,79.0,,-0.76,
1980-02-06,47.4753,79.0,,-0.5,
1980-02-07,47.4753,79.0,,-0.5,
1980-02-08,47.4753,79.0,,-0.51,
1980-02-11,47.4753,79.0,,-0.59,
1980-02-12,47.4753,79.0,,-0.59,
1980-02-13,47.4753,79.0,,-0.66,
1980-02-14,47.4753,79.0,,-0.63,
1980-02-15,47.4753,79.0,,-0.93,
1980-02-18,47.4753,79.0,,-0.93,
1980-02-19,47.4753,79.0,,-1.11,
1980-02-20,47.4753,79.0,,-1.19,
1980-02-21,47.4753,79.0,,-1.29,
1980-02-22,47.4753,79.0,,-1.46,
1980-02-25,47.4753,79.0,,-1.35,
1980-02-26,47.4753,79.0,,-1.26,
1980-02-27,47.4753,79.0,,-1.36,
1980-02-28,47.4753,79.0,,-1.49,
1980-02-29,47.4753,79.0,,-2.01,
1980-03-01,47.0886,80.1,,-2.01,
1980-03-03,47.0886,80.1,,-2.04,
1980-03-04,47.0886,80.1,,-1.95,
1980-03-05,47.0886,80.1,,-1.96,
1980-03-06,47.0886,80.1,,-2.14,
1980-03-07,47.0886,80.1,,-2.34,
1980-03-10,47.0886,80.1,,-2.08,
1980-03-11,47.0886,80.1,,-2.02,
1980-03-12,47.0886,80.1,,-2.12,
1980-03-13,47.0886,80.1,,-2.19,
1980-03-14,47.0886,80.1,,-2.28,
1980-03-17,47.0886,80.1,,-2.24,
1980-03-18,47.0886,80.1,,-2.02,
